"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12140","Verify Login and add to cart","chromium","Sun Oct 12 20:20:56 IST 2025","passed","Sun Oct 12 20:21:08 IST 2025","","pomtest.spec.js","",""
